Results
Filename Time(ms) BER% FER%
../gentests/Marked1KTest/b5_10_0001_054.mtx 304.636 0.0877895 1.13 
../gentests/Marked1KTest/b5_10_0001_055.mtx 361.139 0.127158 1.78 
../gentests/Marked1KTest/b5_10_0001_056.mtx 345.984 0.115632 1.52 
../gentests/Marked1KTest/b5_10_0001_057.mtx 407.2 0.271263 4.04 
../gentests/Marked1KTest/b5_10_0001_058.mtx 439.379 0.362526 6.31 
../gentests/Marked1KTest/b5_10_0001_059.mtx 316.052 0.0924211 1.13 
../gentests/Marked1KTest/b5_10_0001_060.mtx 361.487 0.158053 2.08 
../gentests/Marked1KTest/b5_10_0001_061.mtx 369.77 0.144842 2.08 
../gentests/Marked1KTest/b5_10_0001_062.mtx 341 0.116421 1.45 
../gentests/Marked1KTest/b5_10_0001_063.mtx 319.82 0.100211 1.21 
../gentests/Marked1KTest/b5_10_0001_064.mtx 422.03 0.287526 4.59 
../gentests/Marked1KTest/b5_10_0001_065.mtx 324.52 0.105053 1.38 
../gentests/Marked1KTest/b5_10_0001_066.mtx 387.425 0.182 2.77 
../gentests/Marked1KTest/b5_10_0001_067.mtx 436.245 0.330368 5.38 
../gentests/Marked1KTest/b5_10_0001_068.mtx 387.078 0.212 3.16 
../gentests/Marked1KTest/b5_10_0001_069.mtx 358.201 0.134895 1.77 
../gentests/Marked1KTest/b5_10_0001_070.mtx 371.08 0.151053 2.13 
../gentests/Marked1KTest/b5_10_0001_071.mtx 393.358 0.272158 3.83 
../gentests/Marked1KTest/b5_10_0001_072.mtx 345.484 0.117632 1.66 
../gentests/Marked1KTest/b5_10_0001_073.mtx 313.632 0.0944737 1.16 
../gentests/Marked1KTest/b5_10_0001_074.mtx 346.667 0.114053 1.54 
../gentests/Marked1KTest/b5_10_0001_075.mtx 342.989 0.113368 1.49 
../gentests/Marked1KTest/b5_10_0001_076.mtx 363.727 0.141895 1.85 
../gentests/Marked1KTest/b5_10_0001_077.mtx 394.108 0.214842 3.39 
../gentests/Marked1KTest/b5_10_0001_078.mtx 375.113 0.142842 2.14 
../gentests/Marked1KTest/b5_10_0001_079.mtx 324.583 0.0941053 1.24 
../gentests/Marked1KTest/b5_10_0001_080.mtx 397.174 0.232474 3.34 
../gentests/Marked1KTest/b5_10_0001_081.mtx 334.494 0.108895 1.51 
../gentests/Marked1KTest/b5_10_0001_082.mtx 362.996 0.140158 1.91 
../gentests/Marked1KTest/b5_10_0001_083.mtx 341.403 0.119053 1.48 
../gentests/Marked1KTest/b5_10_0001_084.mtx 408.986 0.279842 4.47 
../gentests/Marked1KTest/b5_10_0001_085.mtx 354.155 0.121947 1.56 
../gentests/Marked1KTest/b5_10_0001_086.mtx 395.834 0.235053 3.49 
../gentests/Marked1KTest/b5_10_0001_087.mtx 362.252 0.127211 1.74 
../gentests/Marked1KTest/b5_10_0001_088.mtx 333.048 0.0965789 1.32 
../gentests/Marked1KTest/b5_10_0001_089.mtx 353.865 0.130474 1.76 
../gentests/Marked1KTest/b5_10_0001_090.mtx 341.195 0.102263 1.47 
../gentests/Marked1KTest/b5_10_0001_091.mtx 322.001 0.0996842 1.22 
../gentests/Marked1KTest/b5_10_0001_092.mtx 396.071 0.209368 3.04 
../gentests/Marked1KTest/b5_10_0001_093.mtx 329.573 0.0915263 1.3 
../gentests/Marked1KTest/b5_10_0001_094.mtx 329.189 0.100421 1.21 
../gentests/Marked1KTest/b5_10_0001_095.mtx 351.756 0.118263 1.71 
../gentests/Marked1KTest/b5_10_0001_096.mtx 395.455 0.197263 3.11 
../gentests/Marked1KTest/b5_10_0001_097.mtx 347.639 0.109895 1.63 
../gentests/Marked1KTest/b5_10_0001_098.mtx 414.014 0.247 4.39 
../gentests/Marked1KTest/b5_10_0001_099.mtx 336.327 0.123368 1.56 
../gentests/Marked1KTest/b5_10_0001_100.mtx 389.647 0.185579 2.8 
../gentests/Marked1KTest/b5_10_0001_101.mtx 367.864 0.161632 2.23 
../gentests/Marked1KTest/b5_10_0001_102.mtx 366.406 0.140526 2.08 
../gentests/Marked1KTest/b5_10_0001_103.mtx 325.797 0.112842 1.38 
../gentests/Marked1KTest/b5_10_0001_104.mtx 385.906 0.162105 2.5 
../gentests/Marked1KTest/b5_10_0001_105.mtx 369.666 0.150211 2.17 
../gentests/Marked1KTest/b5_10_0001_106.mtx 374.923 0.191263 2.61 
../gentests/Marked1KTest/b5_10_0001_107.mtx 436.169 0.377632 6.2 
../gentests/Marked1KTest/b5_10_0001_108.mtx 342.01 0.113842 1.43 
../gentests/Marked1KTest/b5_10_0001_109.mtx 342.556 0.130895 1.68 
../gentests/Marked1KTest/b5_10_0001_110.mtx 371.784 0.163526 2.15 
../gentests/Marked1KTest/b5_10_0001_111.mtx 354.229 0.120263 1.73 
../gentests/Marked1KTest/b5_10_0001_112.mtx 385.256 0.165632 2.57 
../gentests/Marked1KTest/b5_10_0001_113.mtx 331.26 0.102 1.42 
../gentests/Marked1KTest/b5_10_0001_114.mtx 361.509 0.128421 1.96 
../gentests/Marked1KTest/b5_10_0001_115.mtx 347.33 0.131211 1.7 
../gentests/Marked1KTest/b5_10_0001_116.mtx 358.889 0.133053 1.81 
../gentests/Marked1KTest/b5_10_0001_117.mtx 350.922 0.134842 1.76 
../gentests/Marked1KTest/b5_10_0001_118.mtx 352.086 0.131211 1.72 
../gentests/Marked1KTest/b5_10_0001_119.mtx 374.081 0.143947 2.19 
../gentests/Marked1KTest/b5_10_0001_120.mtx 385.341 0.167526 2.61 
../gentests/Marked1KTest/b5_10_0001_121.mtx 367.194 0.147842 2.04 
../gentests/Marked1KTest/b5_10_0001_122.mtx 325.687 0.111263 1.45 
../gentests/Marked1KTest/b5_10_0001_123.mtx 341.186 0.112421 1.5 
../gentests/Marked1KTest/b5_10_0001_124.mtx 364.089 0.143105 2.35 
../gentests/Marked1KTest/b5_10_0001_125.mtx 376.859 0.175684 2.57 
../gentests/Marked1KTest/b5_10_0001_126.mtx 330.723 0.100368 1.34 
../gentests/Marked1KTest/b5_10_0001_127.mtx 395.96 0.179 3.13 
../gentests/Marked1KTest/b5_10_0001_128.mtx 325.516 0.114421 1.4 
../gentests/Marked1KTest/b5_10_0001_129.mtx 405.823 0.252 4.03 
../gentests/Marked1KTest/b5_10_0001_130.mtx 378.079 0.167421 2.33 
../gentests/Marked1KTest/b5_10_0001_131.mtx 368.612 0.155211 2.34 
../gentests/Marked1KTest/b5_10_0001_132.mtx 336.973 0.104105 1.36 
../gentests/Marked1KTest/b5_10_0001_133.mtx 409.29 0.238368 4.17 
../gentests/Marked1KTest/b5_10_0001_134.mtx 354.884 0.122632 1.68 
../gentests/Marked1KTest/b5_10_0001_135.mtx 323.393 0.0955263 1.2 
../gentests/Marked1KTest/b5_10_0001_136.mtx 426.943 0.253526 4.69 
../gentests/Marked1KTest/b5_10_0001_137.mtx 334.049 0.110474 1.45 
../gentests/Marked1KTest/b5_10_0001_138.mtx 325.257 0.0941579 1.22 
../gentests/Marked1KTest/b5_10_0001_139.mtx 331.191 0.115053 1.4 
../gentests/Marked1KTest/b5_10_0001_140.mtx 344.803 0.116 1.55 
../gentests/Marked1KTest/b5_10_0001_141.mtx 351.18 0.115263 1.72 
../gentests/Marked1KTest/b5_10_0001_142.mtx 377.571 0.174316 2.37 
../gentests/Marked1KTest/b5_10_0001_143.mtx 360.649 0.144368 1.98 
../gentests/Marked1KTest/b5_10_0001_144.mtx 347.689 0.124842 1.66 
../gentests/Marked1KTest/b5_10_0001_145.mtx 373.082 0.165526 2.39 
../gentests/Marked1KTest/b5_10_0001_146.mtx 326.08 0.101421 1.2 
../gentests/Marked1KTest/b5_10_0001_147.mtx 349.79 0.117421 1.58 
../gentests/Marked1KTest/b5_10_0001_148.mtx 324.267 0.100947 1.31 
../gentests/Marked1KTest/b5_10_0001_149.mtx 353.83 0.131579 1.79 
../gentests/Marked1KTest/b5_10_0001_150.mtx 345.966 0.133158 1.8 
../gentests/Marked1KTest/b5_10_0001_151.mtx 418.634 0.256947 4.6 
../gentests/Marked1KTest/b5_10_0001_152.mtx 345.223 0.106263 1.44 
../gentests/Marked1KTest/b5_10_0001_153.mtx 428.087 0.314316 5.4 
../gentests/Marked1KTest/b5_10_0001_154.mtx 334.238 0.112211 1.45 
../gentests/Marked1KTest/b5_10_0001_155.mtx 364.957 0.147316 2.02 
../gentests/Marked1KTest/b5_10_0001_156.mtx 404.166 0.202842 3.43 
../gentests/Marked1KTest/b5_10_0001_157.mtx 378.398 0.179263 2.85 
../gentests/Marked1KTest/b5_10_0001_158.mtx 319.53 0.0972105 1.18 
../gentests/Marked1KTest/b5_10_0001_159.mtx 318.976 0.0976316 1.19 
../gentests/Marked1KTest/b5_10_0001_160.mtx 343.776 0.119684 1.58 
../gentests/Marked1KTest/b5_10_0001_161.mtx 329.732 0.0853158 1.15 
../gentests/Marked1KTest/b5_10_0001_162.mtx 350.403 0.106684 1.48 
../gentests/Marked1KTest/b5_10_0001_163.mtx 348.654 0.124474 1.58 
../gentests/Marked1KTest/b5_10_0001_164.mtx 350.942 0.130789 1.86 
../gentests/Marked1KTest/b5_10_0001_165.mtx 405.679 0.257684 4 
../gentests/Marked1KTest/b5_10_0001_166.mtx 322.485 0.0935789 1.24 
../gentests/Marked1KTest/b5_10_0001_167.mtx 351.069 0.129684 1.69 
../gentests/Marked1KTest/b5_10_0001_168.mtx 345.581 0.111895 1.6 
../gentests/Marked1KTest/b5_10_0001_169.mtx 327.745 0.104421 1.29 
../gentests/Marked1KTest/b5_10_0001_170.mtx 345.784 0.112 1.48 
../gentests/Marked1KTest/b5_10_0001_171.mtx 354.433 0.134263 1.87 
../gentests/Marked1KTest/b5_10_0001_172.mtx 336.95 0.108316 1.4 
../gentests/Marked1KTest/b5_10_0001_173.mtx 318.414 0.0969474 1.27 
../gentests/Marked1KTest/b5_10_0001_174.mtx 392.021 0.187947 3.07 
../gentests/Marked1KTest/b5_10_0001_175.mtx 319.289 0.105368 1.28 
../gentests/Marked1KTest/b5_10_0001_176.mtx 430.054 0.288421 5.01 
../gentests/Marked1KTest/b5_10_0001_177.mtx 356.96 0.145632 2.03 
../gentests/Marked1KTest/b5_10_0001_178.mtx 356.387 0.123947 1.71 
../gentests/Marked1KTest/b5_10_0001_179.mtx 334.222 0.099 1.3 
../gentests/Marked1KTest/b5_10_0001_180.mtx 378.23 0.171 2.44 
../gentests/Marked1KTest/b5_10_0001_181.mtx 401.607 0.204579 3.33 
../gentests/Marked1KTest/b5_10_0001_182.mtx 335.303 0.0964211 1.24 
../gentests/Marked1KTest/b5_10_0001_183.mtx 328.901 0.100158 1.26 
../gentests/Marked1KTest/b5_10_0001_184.mtx 321.267 0.0887368 1.07 
../gentests/Marked1KTest/b5_10_0001_185.mtx 353.684 0.149737 2.01 
../gentests/Marked1KTest/b5_10_0001_186.mtx 320.75 0.0917895 1.17 
../gentests/Marked1KTest/b5_10_0001_187.mtx 350.171 0.129737 1.84 
../gentests/Marked1KTest/b5_10_0001_188.mtx 364.561 0.131263 1.9 
../gentests/Marked1KTest/b5_10_0001_189.mtx 326.177 0.0898421 1.24 
../gentests/Marked1KTest/b5_10_0001_190.mtx 314.484 0.0986316 1.2 
../gentests/Marked1KTest/b5_10_0001_191.mtx 360.188 0.139737 1.97 
../gentests/Marked1KTest/b5_10_0001_192.mtx 802.466 1.03789 41.89 
../gentests/Marked1KTest/b5_10_0001_193.mtx 337.7 0.103211 1.45 
../gentests/Marked1KTest/b5_10_0001_194.mtx 335.247 0.105947 1.48 
../gentests/Marked1KTest/b5_10_0001_195.mtx 389.573 0.180842 2.68 
../gentests/Marked1KTest/b5_10_0001_196.mtx 328.358 0.0984737 1.24 
../gentests/Marked1KTest/b5_10_0001_197.mtx 397.562 0.224368 3.45 
../gentests/Marked1KTest/b5_10_0001_198.mtx 319.192 0.0861053 1.13 
../gentests/Marked1KTest/b5_10_0001_199.mtx 382.939 0.160579 2.39 
../gentests/Marked1KTest/b5_10_0001_200.mtx 377.374 0.172158 2.65 
../gentests/Marked1KTest/b5_10_0001_201.mtx 351.274 0.128316 1.72 
../gentests/Marked1KTest/b5_10_0001_202.mtx 327.95 0.0878421 1.18 
../gentests/Marked1KTest/b5_10_0001_203.mtx 341.128 0.109 1.45 
../gentests/Marked1KTest/b5_10_0001_204.mtx 329.805 0.0954737 1.25 
../gentests/Marked1KTest/b5_10_0001_205.mtx 347.691 0.120158 1.83 
../gentests/Marked1KTest/b5_10_0001_206.mtx 370.887 0.145474 2.08 
../gentests/Marked1KTest/b5_10_0001_207.mtx 351.143 0.131842 1.76 
../gentests/Marked1KTest/b5_10_0001_208.mtx 323.245 0.0911053 1.17 
../gentests/Marked1KTest/b5_10_0001_209.mtx 422.975 0.326579 5.09 
../gentests/Marked1KTest/b5_10_0001_210.mtx 397.488 0.239789 3.77 
../gentests/Marked1KTest/b5_10_0001_211.mtx 434.184 0.328368 5.71 
../gentests/Marked1KTest/b5_10_0001_212.mtx 375.71 0.165368 2.4 
../gentests/Marked1KTest/b5_10_0001_213.mtx 318.554 0.0888421 1.16 
../gentests/Marked1KTest/b5_10_0001_214.mtx 354.931 0.105211 1.6 
../gentests/Marked1KTest/b5_10_0001_215.mtx 338.906 0.107632 1.54 
../gentests/Marked1KTest/b5_10_0001_216.mtx 386.807 0.198158 2.94 
../gentests/Marked1KTest/b5_10_0001_217.mtx 364.658 0.144474 2.08 
../gentests/Marked1KTest/b5_10_0001_218.mtx 350.119 0.123684 1.72 
../gentests/Marked1KTest/b5_10_0001_219.mtx 411.496 0.239 4.15 
../gentests/Marked1KTest/b5_10_0001_220.mtx 322.595 0.0881053 1.17 
../gentests/Marked1KTest/b5_10_0001_221.mtx 375.638 0.154684 2.17 
../gentests/Marked1KTest/b5_10_0001_222.mtx 345.771 0.118421 1.68 
../gentests/Marked1KTest/b5_10_0001_223.mtx 348.127 0.115316 1.48 
../gentests/Marked1KTest/b5_10_0001_224.mtx 311.744 0.0876316 1.13 
../gentests/Marked1KTest/b5_10_0001_225.mtx 366.596 0.139368 1.96 
../gentests/Marked1KTest/b5_10_0001_226.mtx 369.664 0.162526 2.38 
../gentests/Marked1KTest/b5_10_0001_227.mtx 343.834 0.119105 1.5 
../gentests/Marked1KTest/b5_10_0001_228.mtx 316.185 0.103053 1.21 
../gentests/Marked1KTest/b5_10_0001_229.mtx 392.175 0.240842 3.43 
../gentests/Marked1KTest/b5_10_0001_230.mtx 328.146 0.0968421 1.24 
../gentests/Marked1KTest/b5_10_0001_231.mtx 363.575 0.126158 1.84 
../gentests/Marked1KTest/b5_10_0001_232.mtx 348.634 0.119737 1.66 
../gentests/Marked1KTest/b5_10_0001_233.mtx 381.371 0.178947 2.77 
../gentests/Marked1KTest/b5_10_0001_234.mtx 312.245 0.0926842 1.16 
../gentests/Marked1KTest/b5_10_0001_235.mtx 335.571 0.103842 1.54 
../gentests/Marked1KTest/b5_10_0001_236.mtx 374.627 0.171474 2.46 
../gentests/Marked1KTest/b5_10_0001_237.mtx 376.935 0.153737 2.32 
../gentests/Marked1KTest/b5_10_0001_238.mtx 336.313 0.0979474 1.36 
../gentests/Marked1KTest/b5_10_0001_239.mtx 327.721 0.112842 1.48 
../gentests/Marked1KTest/b5_10_0001_240.mtx 365.593 0.131684 1.97 
../gentests/Marked1KTest/b5_10_0001_241.mtx 363.996 0.144947 2.01 
../gentests/Marked1KTest/b5_10_0001_242.mtx 356.542 0.130474 2.07 
../gentests/Marked1KTest/b5_10_0001_243.mtx 336.703 0.106526 1.56 
../gentests/Marked1KTest/b5_10_0001_244.mtx 383.413 0.183842 2.66 
../gentests/Marked1KTest/b5_10_0001_245.mtx 319.947 0.104737 1.35 
../gentests/Marked1KTest/b5_10_0001_246.mtx 400.589 0.188 3.06 
../gentests/Marked1KTest/b5_10_0001_247.mtx 332.105 0.101211 1.44 
../gentests/Marked1KTest/b5_10_0001_248.mtx 410.035 0.263474 4.23 
../gentests/Marked1KTest/b5_10_0001_249.mtx 346.289 0.101421 1.44 
../gentests/Marked1KTest/b5_10_0001_250.mtx 305.524 0.0803158 1.08 
../gentests/Marked1KTest/b5_10_0001_251.mtx 386.403 0.189526 2.99 
../gentests/Marked1KTest/b5_10_0001_252.mtx 360.456 0.137211 1.85 
../gentests/Marked1KTest/b5_10_0001_253.mtx 332.833 0.126105 1.53 
../gentests/Marked1KTest/b5_10_0001_254.mtx 388.652 0.171632 2.79 
../gentests/Marked1KTest/b5_10_0001_255.mtx 325.196 0.0996316 1.3 
../gentests/Marked1KTest/b5_10_0001_256.mtx 336.716 0.115105 1.56 
../gentests/Marked1KTest/b5_10_0001_257.mtx 337.259 0.106842 1.31 
../gentests/Marked1KTest/b5_10_0001_258.mtx 340.833 0.122842 1.67 
../gentests/Marked1KTest/b5_10_0001_259.mtx 355.444 0.133421 1.85 
../gentests/Marked1KTest/b5_10_0001_260.mtx 385.88 0.156895 2.49 
../gentests/Marked1KTest/b5_10_0001_261.mtx 344.956 0.108789 1.51 
../gentests/Marked1KTest/b5_10_0001_262.mtx 358.619 0.132053 1.81 
../gentests/Marked1KTest/b5_10_0001_263.mtx 328.743 0.103368 1.19 
../gentests/Marked1KTest/b5_10_0001_264.mtx 338.584 0.112947 1.62 
../gentests/Marked1KTest/b5_10_0001_265.mtx 356.378 0.145579 1.94 
../gentests/Marked1KTest/b5_10_0001_266.mtx 386.519 0.194316 2.67 
../gentests/Marked1KTest/b5_10_0001_267.mtx 358.786 0.142316 1.97 
../gentests/Marked1KTest/b5_10_0001_268.mtx 436.433 0.327842 5.26 
../gentests/Marked1KTest/b5_10_0001_269.mtx 326.528 0.110684 1.34 
../gentests/Marked1KTest/b5_10_0001_270.mtx 358.474 0.137737 1.89 
../gentests/Marked1KTest/b5_10_0001_271.mtx 363.901 0.137105 1.96 
../gentests/Marked1KTest/b5_10_0001_272.mtx 376.092 0.190105 2.96 
../gentests/Marked1KTest/b5_10_0001_273.mtx 348.598 0.118737 1.65 
../gentests/Marked1KTest/b5_10_0001_274.mtx 345.344 0.105 1.54 
../gentests/Marked1KTest/b5_10_0001_275.mtx 337.31 0.106368 1.45 
../gentests/Marked1KTest/b5_10_0001_276.mtx 353.076 0.134316 1.89 
../gentests/Marked1KTest/b5_10_0001_277.mtx 352.634 0.131632 1.73 
../gentests/Marked1KTest/b5_10_0001_278.mtx 326.426 0.0967368 1.22 
../gentests/Marked1KTest/b5_10_0001_279.mtx 389.902 0.206316 3.16 
../gentests/Marked1KTest/b5_10_0001_280.mtx 383.356 0.196895 2.97 
../gentests/Marked1KTest/b5_10_0001_281.mtx 419.723 0.296421 4.63 
../gentests/Marked1KTest/b5_10_0001_282.mtx 411.486 0.219947 3.86 
../gentests/Marked1KTest/b5_10_0001_283.mtx 334.284 0.110579 1.28 
../gentests/Marked1KTest/b5_10_0001_284.mtx 345.964 0.102737 1.51 
../gentests/Marked1KTest/b5_10_0001_285.mtx 365.523 0.121263 2.03 
../gentests/Marked1KTest/b5_10_0001_286.mtx 385.743 0.175105 2.38 
../gentests/Marked1KTest/b5_10_0001_287.mtx 367.315 0.145316 2.13 
../gentests/Marked1KTest/b5_10_0001_288.mtx 328.759 0.100526 1.39 
../gentests/Marked1KTest/b5_10_0001_289.mtx 383.1 0.159421 2.29 
../gentests/Marked1KTest/b5_10_0001_290.mtx 355.686 0.122737 1.79 
../gentests/Marked1KTest/b5_10_0001_291.mtx 351.97 0.134053 1.72 
../gentests/Marked1KTest/b5_10_0001_292.mtx 337.175 0.104263 1.45 
../gentests/Marked1KTest/b5_10_0001_293.mtx 373.018 0.170053 2.47 
../gentests/Marked1KTest/b5_10_0001_294.mtx 373.918 0.130842 2.29 
../gentests/Marked1KTest/b5_10_0001_295.mtx 369.461 0.142684 2 
../gentests/Marked1KTest/b5_10_0001_296.mtx 340.561 0.114789 1.55 
../gentests/Marked1KTest/b5_10_0001_297.mtx 354.347 0.135474 1.89 
../gentests/Marked1KTest/b5_10_0001_298.mtx 383.801 0.184789 2.89 
../gentests/Marked1KTest/b5_10_0001_299.mtx 372.571 0.167316 2.34 
../gentests/Marked1KTest/b5_10_0001_300.mtx 359.954 0.124158 1.64 
../gentests/Marked1KTest/b5_10_0001_301.mtx 340.312 0.115895 1.48 
../gentests/Marked1KTest/b5_10_0001_302.mtx 340.771 0.115053 1.53 
../gentests/Marked1KTest/b5_10_0001_303.mtx 344.853 0.130053 1.68 
../gentests/Marked1KTest/b5_10_0001_304.mtx 393.744 0.202526 3.25 
../gentests/Marked1KTest/b5_10_0001_305.mtx 311.543 0.0962632 1.2 
../gentests/Marked1KTest/b5_10_0001_306.mtx 338.491 0.100737 1.49 
../gentests/Marked1KTest/b5_10_0001_307.mtx 387.927 0.175947 2.78 
../gentests/Marked1KTest/b5_10_0001_308.mtx 339.898 0.0980526 1.28 
../gentests/Marked1KTest/b5_10_0001_309.mtx 368.454 0.155053 2.08 
../gentests/Marked1KTest/b5_10_0001_310.mtx 354.141 0.137053 1.71 
../gentests/Marked1KTest/b5_10_0001_311.mtx 352.862 0.127158 1.72 
../gentests/Marked1KTest/b5_10_0001_312.mtx 385.543 0.206579 2.81 
../gentests/Marked1KTest/b5_10_0001_313.mtx 346.641 0.113211 1.58 
../gentests/Marked1KTest/b5_10_0001_314.mtx 358.678 0.137895 1.88 
../gentests/Marked1KTest/b5_10_0001_315.mtx 341.337 0.105421 1.43 
../gentests/Marked1KTest/b5_10_0001_316.mtx 373.82 0.156421 2.44 
../gentests/Marked1KTest/b5_10_0001_317.mtx 349.026 0.130421 1.63 
../gentests/Marked1KTest/b5_10_0001_318.mtx 336.07 0.119 1.55 
../gentests/Marked1KTest/b5_10_0001_319.mtx 369.15 0.157053 2.29 
../gentests/Marked1KTest/b5_10_0001_320.mtx 304.496 0.0911053 1.11 
../gentests/Marked1KTest/b5_10_0001_321.mtx 338.977 0.123474 1.55 
../gentests/Marked1KTest/b5_10_0001_322.mtx 396.072 0.193211 3.14 
../gentests/Marked1KTest/b5_10_0001_323.mtx 374.489 0.203579 2.84 
../gentests/Marked1KTest/b5_10_0001_324.mtx 359.976 0.139368 1.97 
../gentests/Marked1KTest/b5_10_0001_325.mtx 333.21 0.113211 1.46 
../gentests/Marked1KTest/b5_10_0001_326.mtx 362.852 0.131895 1.88 
../gentests/Marked1KTest/b5_10_0001_327.mtx 371.911 0.143368 2.13 
../gentests/Marked1KTest/b5_10_0001_328.mtx 357.128 0.135632 1.9 
../gentests/Marked1KTest/b5_10_0001_329.mtx 364.358 0.133684 1.89 
../gentests/Marked1KTest/b5_10_0001_330.mtx 358.861 0.127053 1.84 
../gentests/Marked1KTest/b5_10_0001_331.mtx 435.089 0.289474 5.18 
../gentests/Marked1KTest/b5_10_0001_332.mtx 337.09 0.104632 1.49 
../gentests/Marked1KTest/b5_10_0001_333.mtx 323.058 0.0964737 1.24 
../gentests/Marked1KTest/b5_10_0001_334.mtx 336.257 0.0954211 1.23 
../gentests/Marked1KTest/b5_10_0001_335.mtx 331.948 0.0961579 1.32 
../gentests/Marked1KTest/b5_10_0001_336.mtx 326.023 0.104526 1.37 
../gentests/Marked1KTest/b5_10_0001_337.mtx 361.314 0.137421 1.98 
../gentests/Marked1KTest/b5_10_0001_338.mtx 390.295 0.21 3.18 
../gentests/Marked1KTest/b5_10_0001_339.mtx 332.055 0.110789 1.44 
